	Case1	Case2	Case3	Case4	Ctrl1	Ctrl2	Ctrl3	Ctrl4
Llph	1204.65	3759.06	3294.17	1850.77	1814.38	2110.54	1493.96	1128.34
Llph-ps1	7.45	19.39	13.01	22.01	60.41	45.89	32.33	54.23
Llph-ps2	191.66	556.53	358.95	324.40	193.62	220.50	167.91	142.82
Lman1	92.02	0.92	674.09	41.39	2838.96	3070.59	2073.86	1032.83
Lman2	108.97	2030.52	1113.46	1506.36	3618.68	1677.78	2211.51	1279.89
Lman2l	16.75	30.68	42.43	87.23	597.56	646.71	533.19	321.14
Lmbr1	53.66	3.90	156.83	0.98	1698.38	2135.53	1253.92	799.87
Lmbr1l	0.96	24.39	530.89	3.91	267.90	463.94	157.99	232.96
Lmbrd1	475.24	788.40	11.23	1126.40	389.25	1158.43	479.95	336.04
Lmbrd2	35.14	45.87	6.36	5.48	1244.01	1798.10	700.06	696.46
Lmf1	1.01	6.58	6.28	1.45	194.06	258.97	158.08	5.01
Lmf2	161.33	263.46	215.28	11.74	2467.10	1610.78	1296.91	591.90
Lmln	0.50	23.41	1.95	1.79	265.26	498.13	9.03	79.11
Lmna	94.42	177.59	185.30	267.16	1795.97	3285.83	2173.92	1670.00
Lmnb1	27.79	159.05	450.04	630.24	342.87	347.95	367.98	152.97
Lmnb2	298.37	2.32	6.64	2.12	28.37	93.66	14.94	50.10
Lmo4	92.64	63.42	349.23	24.47	970.65	1033.86	797.95	583.90
Lmo7	465.69	626.44	1616.06	795.62	19074.04	22061.04	15497.97	11476.09
Lmod3	20.12	483.30	3.71	513.70	76.60	101.99	43.00	43.99
Lmtk2	154.44	63.35	88.88	1060.83	1614.68	1716.37	1119.40	873.36
Lnpep	16.29	0.98	5.69	2.69	1199.56	228.97	360.98	253.96
Lnpk	171.52	83.92	161.70	18.59	90.97	41.99	72.00	33.99
Lnx2	0.73	31.45	0.92	246.61	2095.22	4219.20	3047.77	2293.33
Lockd	28.96	32.12	121.98	28.25	88.00	37.55	33.63	34.45
Lonp1	135.11	2380.87	1826.46	1399.43	3547.71	2925.61	2762.82	1203.80
Lonp2	244.93	379.57	1646.25	15.66	871.70	1606.79	1028.11	987.84
Lonrf1	2.14	75.96	44.15	0.99	2939.86	2189.85	1700.58	1217.78
Lonrf3	95.29	237.11	331.19	130.16	35.99	145.98	165.99	133.98
Loxl2	26.19	74.03	162.42	62.07	190.24	132.56	100.77	56.37
Loxl3	1.92	29.76	19.27	42.15	219.31	127.11	118.13	102.33
Lpar1	205.06	0.98	44.81	4.89	1291.53	770.90	352.98	537.91
Lpcat1	2.87	224.43	9.74	412.00	2383.13	2852.61	2317.85	2048.66
Lpcat2	11.40	0.68	511.35	203.55	81.97	941.87	402.97	623.90
Lpcat4	0.96	670.35	271.11	311.20	745.73	852.89	361.98	359.94
Lpgat1	310.46	1427.54	648.76	409.07	3970.55	2543.66	4068.73	2121.65
Lpin1	40.39	391.28	288.48	12.72	417.85	27.00	206.99	276.95
Lpin2	4.95	1.96	319.51	2.95	26415.39	21004.32	15616.16	9660.87
Lpin3	51.91	1.36	25.08	14.32	154.94	118.98	196.99	13.00
Lpl	9.68	5.33	1.12	12.32	538.63	727.58	494.05	468.11
Lpp	391.58	311.17	5.58	424.92	801.42	1596.26	833.81	426.95
Lppos	47.48	198.08	217.38	0.98	61.98	35.00	40.00	26.00
Lrba	737.60	194.30	791.06	171.27	781.24	521.93	573.88	333.11
Lrch3	262.08	745.07	8.85	368.51	370.21	266.32	115.99	36.07
Lrch4	100.31	7.26	27.48	19.57	1143.34	1326.59	1261.56	1076.81
Lrif1	425.45	0.98	560.11	478.55	914.67	451.94	339.98	323.95
Lrig1	3.83	42.93	87.67	443.73	3252.81	3244.56	2576.83	1243.80
Lrig2	0.99	3.90	3.57	239.76	1362.51	1869.77	2277.85	1346.78
Lrp10	120.74	17.31	3.93	8.90	585.79	267.96	493.97	449.93
Lrp11	396.70	203.93	62.34	160.34	1492.46	412.94	476.97	512.91
Lrp4	2.96	202.53	9.95	155.15	34.03	67.08	38.39	70.45
Lrp5	76.01	77.91	179.62	57.84	2041.46	1978.04	1412.54	791.13
Lrp6	460.93	213.56	355.87	719.29	8338.54	3230.42	4769.21	2629.13
Lrp8os2	46.97	343.43	354.04	0.91	4.00	32.00	26.00	32.99
Lrpap1	1885.78	6489.81	5268.98	13478.61	189.93	135.98	307.98	288.95
Lrpprc	1114.12	2683.91	1478.16	2302.83	2090.51	2314.24	1381.72	1475.99
Lrr1	566.31	3516.66	2348.58	7679.28	5467.01	10023.66	8626.43	6041.00
Lrrc14	5.75	4.89	91.08	1.96	901.06	1917.85	1355.98	383.94
Lrrc17	11.03	200.15	33.54	8.48	3544.22	4224.27	2397.13	1076.75
Lrrc2	6.48	12.60	32.07	18.45	33.58	32.45	12.95	21.43
Lrrc20	4.54	5.94	10.37	2.04	27.07	49.47	45.48	3.53
Lrrc28	14.04	215.64	38.15	2.03	4767.06	8454.63	6263.35	3360.22
Lrrc31	5.81	0.98	13.39	28.07	358.65	753.42	354.02	369.14
Lrrc39	0.39	3.37	25.26	10.89	96.49	110.09	113.40	86.23
Lrrc4	11.48	40.64	0.92	4.48	917.67	566.92	224.99	160.97
Lrrc40	605.59	1450.96	1074.45	1164.31	5165.56	8595.56	6783.77	5700.08
Lrrc41	70.71	2074.21	439.94	930.76	2882.62	2655.96	2640.48	1045.95
Lrrc42	1046.38	4983.23	4202.32	2214.63	7060.42	9753.69	6839.55	5342.11
Lrrc45	32.58	284.97	436.20	247.29	401.85	230.97	382.97	165.97
Lrrc47	106.53	1034.01	165.42	23.32	7480.55	7457.36	6484.16	3591.43
Lrrc57	437.51	1792.48	1302.39	525.52	5063.15	4873.35	4733.69	3278.45
Lrrc58	382.16	1336.73	885.67	563.67	3187.57	4295.55	1921.16	1293.48
Lrrc59	539.48	2650.18	2220.00	4649.45	1044.62	2094.72	1006.93	717.88
Lrrc71	153.29	136.03	191.93	418.30	22.58	164.47	32.42	249.56
Lrrc8a	432.90	1033.78	1.03	411.57	3514.42	2898.72	3630.77	1571.32
Lrrc8b	20.25	57.57	4.18	49.39	8871.76	9359.75	9542.37	4636.23
Lrrc8d	62.49	501.80	465.91	199.15	2264.00	3171.83	1908.87	1043.83
Lrrc8e	5.14	1.55	26.31	1.03	7445.21	4318.36	3545.10	3811.26
Lrrcc1	13.60	89.15	457.26	34.42	4012.54	4272.44	2503.84	2952.51
Lrrfip1	0.36	0.68	1.40	609.68	10434.67	9755.78	7934.38	4446.83
Lrrfip2	256.80	394.21	96.44	636.11	2494.09	3642.51	1924.87	1570.74
Lrrn4	9.58	119.04	18.45	5.87	1243.55	1693.77	1499.90	586.90
Lrrtm2	7.67	1.43	8.65	239.87	533.81	1077.86	1271.92	499.92
Lrwd1	79.53	207.84	372.53	206.49	388.12	256.47	273.39	129.25
Lsg1	515.79	3062.15	1458.96	1300.99	163.77	379.82	454.75	74.23
Lsm1	342.08	347.37	335.09	272.06	3035.89	3535.53	3336.77	2562.57
Lsm10	145.65	58.24	1.73	212.36	3511.72	8307.89	4068.73	2491.58
Lsm11	8.02	3.41	2.00	183.98	271.32	112.98	230.57	131.49
Lsm12	383.29	3602.52	3840.55	1793.92	196.61	806.54	586.38	253.58
Lsm14a	271.18	74.16	661.42	961.01	18718.36	24800.37	18017.56	11038.34
Lsm14b	4.79	16.99	12.66	88.55	16277.09	10601.58	10510.30	6792.87
Lsm2	139.40	138.94	881.98	488.33	572.52	1134.92	544.69	462.28
Lsm3	415.92	2972.39	1573.40	917.03	1613.74	3187.59	1707.09	1872.73
Lsm5	675.54	813.79	1337.45	2176.46	584.79	427.94	401.93	712.60
Lsm6	168.07	597.78	441.53	831.74	1554.12	1788.38	1110.52	912.10
Lsm7	651.95	2380.47	3270.79	1825.94	2156.82	2097.61	2310.69	1726.60
Lsm8	676.58	1130.63	486.65	1304.73	111.97	64.99	25.00	104.35
Lsr	85.28	20.49	16.56	298.48	203.93	255.27	485.97	279.95
Lss	321.01	79.04	133.45	351.44	661.25	345.93	706.79	68.66
Ltbp1	2.31	5.24	0.97	0.98	6.99	13.74	11.00	7.70
Ltbp3	0.96	2.17	1.95	1.96	168.94	120.98	175.99	118.98
Ltbp4	11.20	1.68	19.48	157.56	1.00	173.98	90.99	121.98
Ltn1	345.92	527.89	140.27	1042.24	583.79	531.93	354.98	287.95
Ltv1	1092.37	3215.15	4956.29	1867.22	2219.19	1651.78	747.95	822.86
Luc7l	262.74	2231.57	4841.46	1794.88	2191.20	2430.68	2362.84	2653.56
Luc7l2	518.10	767.29	1142.68	839.79	1676.21	2220.44	1079.40	1025.25
Luc7l3	399.58	3206.40	397.53	987.53	6658.39	6753.22	4729.76	3840.37
Luzp1	188.77	1532.92	391.59	1169.46	8334.96	6713.10	5007.66	5203.13
Ly6a	186.31	466.23	2784.93	455.06	147.22	270.25	214.50	72.01
Ly6c1	1.18	1.12	4.77	0.98	52.85	3.53	12.95	77.98
Ly6e	7.67	30.25	139.90	0.98	1514.44	624.92	626.96	687.89
Ly6g6e	95.82	135.63	3.90	274.01	29.99	57.09	10.00	31.99
Ly6h	0.96	1.53	7.36	3.92	9.88	10.39	4.44	6.57
Ly96	231.97	14.64	0.91	95.89	506.82	461.94	94.99	140.98
Lyar	407.24	1026.50	2260.92	2652.08	4113.51	3267.56	3031.80	1952.67
Lyn	54.62	83.92	135.40	193.77	183.93	1378.81	635.96	444.93
Lypd1	4.36	34.32	78.21	20.79	283.34	87.79	203.58	78.53
Lypla1	2393.10	3088.53	3997.43	6658.66	702.37	1105.06	417.21	236.68
Lypla2	89.95	22.44	6.82	173.22	7.00	137.98	116.99	6.00
Lyrm1	233.40	27.67	633.17	667.42	19.28	295.90	338.39	105.34
Lyrm2	119.78	71.23	50.65	89.05	17.99	38.99	18.00	18.00
Lyrm4	153.32	225.40	655.58	543.14	6004.81	9092.78	6449.57	4247.29
Lyrm7	127.44	0.98	186.06	463.87	20.99	116.98	8.00	85.99
Lyrm9	29.64	34.54	7.20	213.33	49.07	27.28	9.23	7.86
Lysmd3	1.92	1.06	224.05	680.15	236.91	546.93	146.99	303.95
Lysmd4	8.61	30.77	3.58	29.54	2662.03	2633.65	1999.87	1230.79
Lyst	139.65	3.90	6.82	52.85	2250.18	2169.71	2427.84	1359.77
Lzic	19.16	517.60	1044.25	190.83	1229.55	1255.83	755.95	900.85
Lztfl1	213.19	963.17	426.12	308.61	3218.61	4410.64	3334.58	3623.15
Lztr1	110.31	571.28	1660.72	534.93	883.29	545.45	565.95	431.19
Lzts1	1.95	6.06	9.18	3.03	3361.61	2444.67	2586.83	1665.76
Lzts2	115.22	0.89	129.70	0.68	549.80	1028.86	419.97	465.92
M6pr	1089.90	2649.77	1091.01	1107.80	1213.97	1249.71	1282.15	978.67
M6pr-ps	3.43	82.38	173.60	121.62	66.57	55.12	64.77	51.16
Maats1	2.72	2.76	7.28	3.34	326.65	213.41	201.49	162.68
Macc1	5.26	3.51	9.89	15.75	11.82	17.39	7.49	3.06
Macf1	1720.96	1080.18	2168.61	684.07	2157.22	1580.80	1070.29	1104.81
Mad1l1	61.33	560.09	1052.04	478.55	1581.42	1569.59	1734.40	916.57
Mad2l1	2984.85	2501.69	2109.01	1056.38	21790.92	23087.81	18824.62	14792.18
Mad2l1bp	226.14	923.07	3266.20	2048.26	1623.41	1079.86	880.94	984.84
Mad2l2	425.45	1382.66	782.21	619.47	1050.62	2144.71	1489.90	1063.82
Madd	98.35	225.97	223.55	156.81	1874.07	2517.11	971.27	710.94
Maea	0.96	617.66	70.14	194.75	6205.74	7022.07	5749.62	2750.54
Mael	0.36	13.25	219.87	12.72	398.85	1023.86	1487.90	363.94
Maf	0.22	6.41	1.55	1.45	13.83	42.31	18.74	10.53
Maf1	272.13	555.65	267.88	497.14	45.98	6.00	66.00	38.99
Maff	7.54	283.60	10.07	3.60	9.00	30.00	9.00	2.00
Mafg	363.17	937.71	681.88	34.25	3513.72	3478.53	2811.81	2032.66
Mafk	0.83	324.93	10.72	8.05	483.82	228.97	131.99	238.96
Mageb16	426.77	1033.97	147.09	632.55	280.44	438.94	132.99	223.96
Magi1	1.92	0.98	5.62	127.76	904.67	1458.80	709.95	478.92
Magi2	7.69	1.95	2.19	2.30	358.32	1059.64	492.32	523.18
Magi3	2.52	8.78	1.95	13.63	804.71	404.95	673.96	627.89
Magoh	867.19	1093.83	3098.65	3089.52	16592.91	16548.79	12920.14	11727.04
Magohb	103.49	134.05	124.69	186.92	1120.59	1167.84	612.96	865.86
Magt1	424.01	578.63	402.22	269.41	302.14	79.83	144.17	164.13
Malat1	15373.58	2142.47	4841.68	5727.64	216.90	28.07	183.71	52.22
Malsu1	8.62	211.52	211.38	162.45	366.50	735.69	424.58	298.10
Malt1	79.43	30.09	51.39	217.31	38.39	87.83	34.64	41.95
Mamdc4	38.32	15.61	76.04	60.15	40.85	10.91	12.65	12.71
Maml1	5.01	649.00	123.71	78.29	1606.41	756.90	281.98	540.91
Maml3	0.38	14.18	2.36	2.60	60.86	4.48	11.91	106.32
Man1a2	439.82	441.05	152.94	698.74	901.67	681.91	632.96	534.91
Man2a1	13.99	1086.37	895.93	38.17	672.76	809.89	323.98	234.38
Man2b1	279.75	528.07	217.80	264.23	24.64	3.32	23.35	51.38
Man2c1os	3.79	1.95	26.87	8.39	646.68	578.45	308.97	245.07
Manba	0.41	1.67	0.48	0.45	2878.95	3532.56	4107.73	1906.68
Manf	191.01	732.15	1457.27	1440.14	1057.61	1344.41	652.46	752.25
Maoa	2.95	2.26	1.78	2.17	106.96	51.08	26.06	32.26
Map1a	11.55	34.57	8.78	4.95	37.57	21.13	22.25	14.19
Map1lc3a	543.31	2042.27	4364.02	1455.22	411.85	163.98	432.97	479.92
Map1lc3b	21295.84	74894.53	81856.32	71012.03	1313.36	1685.22	1277.84	963.95
Map1s	25.53	0.71	376.01	14.24	211.92	197.97	307.98	40.99
Map2	73.60	23.32	17.57	22.38	837.69	495.93	279.98	283.95
Map2k1	250.10	128.90	537.14	94.06	18067.41	21072.98	14580.67	9296.45
Map2k2	323.88	1925.13	912.34	561.61	309.28	434.13	813.52	457.23
Map2k4	372.79	337.62	587.39	308.27	10508.31	11526.51	7114.56	5674.05
Map2k6	128.40	174.66	413.02	34.30	205.92	95.99	13.00	53.99
Map2k7	212.72	77.09	120.79	395.36	234.91	163.98	135.99	144.98
Map3k1	2.07	1.13	5.60	2.18	799.77	1017.05	865.43	425.40
Map3k11	0.96	0.92	3.90	0.88	11.00	21.00	12.00	9.00
Map3k12	7.64	48.12	6.04	16.87	151.18	171.57	118.37	64.68
Map3k15	23.03	32.29	47.45	107.14	197.00	134.77	193.33	52.46
Map3k20	3.97	1.00	1.03	7.83	291.20	650.92	387.87	170.47
Map3k4	3.83	41.96	44.81	2.94	4663.30	2291.69	2714.82	1384.08
Map3k5	8.62	29.27	424.71	111.56	2163.69	1962.51	1837.27	955.84
Map3k7	9.58	1110.20	336.26	169.75	167.39	426.53	454.23	180.01
Map4	1670.75	6199.35	10491.11	3303.00	27530.10	17444.52	13761.08	9195.15
Map4k1	199.43	119.04	584.47	260.31	70.97	140.98	88.99	79.99
Map4k2	216.33	614.98	61.31	171.26	669.76	738.90	338.98	149.98
Map4k3	2.87	729.87	113.00	349.37	47.98	195.97	194.99	105.98
Map4k4	278.40	1466.58	0.98	44.04	828.79	1297.83	461.05	742.88
Map4k5	78.57	29.27	673.10	162.45	12503.47	10953.53	10460.26	6836.86
Map6	5.59	2.93	5.90	2.73	13.99	6.45	8.15	10.00
Map6d1	88.16	1.45	121.72	113.34	42.98	218.97	33.00	1.00
Map7	189.73	1756.38	1805.03	542.16	1258.54	1668.78	1305.91	612.90
Map7d1	34.50	34.15	0.82	32.78	477.83	443.94	260.98	321.95
Map7d2	164.81	710.59	732.53	239.76	96.96	116.98	100.99	53.99
Mapk1	1136.45	1060.65	1277.07	3368.43	6820.52	6180.19	5933.61	4000.35
Mapk13	171.71	81.96	0.97	380.44	49.76	50.99	80.99	54.99
Mapk14	56.53	1102.61	114.95	47.95	770.72	355.95	476.97	453.92
Mapk1ip1	2.13	46.74	304.90	319.03	1135.58	1729.77	1053.93	714.88
Mapk1ip1l	1463.86	2844.53	4235.08	2581.66	5289.55	8465.23	6630.41	3839.24
Mapk3	23.00	125.87	191.90	329.80	7721.18	8776.82	7282.52	4886.19
Mapk6	1209.27	3571.30	2622.31	770.18	7228.36	6714.10	5273.65	3948.34
Mapk8	0.96	20.26	1.95	27.17	10174.29	13412.17	10249.33	8683.55
Mapk8ip3	50.79	27.81	23.30	7.87	2343.57	1101.85	1430.91	634.89
Mapk9	1.90	15.58	1.95	7.83	2322.15	5260.30	2697.82	1697.72
Mapkap1	98.75	846.96	4.87	91.08	4545.57	5359.51	3050.22	2213.14
Mapkapk2	0.96	0.98	294.29	8.95	109.96	6.00	11.00	25.00
Mapkapk3	0.96	24.39	642.91	2.79	57.98	136.98	90.99	151.97
Mapkapk5	278.15	555.49	599.32	415.01	2082.12	1813.16	1065.71	1555.83
Mapkbp1	96.77	282.06	249.73	1.57	3778.37	3066.11	2885.40	1827.28
Mapre1	508.57	5699.18	4687.65	7386.13	24899.07	28513.63	21321.81	15688.37
Mapre2	0.28	0.98	230.86	282.82	3129.86	4676.37	2705.84	2783.53
Mapt	4.79	419.58	1474.81	319.03	35.99	6.00	31.00	66.99
Marc2	146.69	2.23	383.80	118.41	3204.82	2769.83	2095.25	1307.69
March2	0.96	14.51	19.15	5.29	333.82	378.94	470.18	211.99
March4	3.92	2.95	7.29	4.94	739.52	616.60	561.26	317.80
March5	44.08	328.83	430.51	296.52	12807.23	11285.87	8278.04	6545.86
March6	245.30	255.65	457.83	278.91	6602.59	7742.96	6123.59	3462.42
March7	883.58	915.94	1530.50	1777.87	1751.25	1035.20	1228.54	768.77
Marcks	654.75	2.95	936.88	558.95	281.67	100.05	363.82	188.04
Marf1	4.09	11.23	611.11	582.42	13190.69	11632.74	8615.16	5767.65
Mark2	157.15	322.98	0.97	79.27	8442.79	8521.56	6825.51	6063.90
Mark3	375.61	86.86	160.70	779.45	706.58	257.27	328.01	173.07
Mark4	1.92	1.06	40.61	1.96	856.69	909.88	693.95	620.90
Mars	651.59	1916.40	1424.15	2531.70	167.94	76.99	86.99	38.99
Mars2	58.13	89.78	92.56	239.97	12.00	94.03	20.70	53.00
Marveld2	134.43	625.47	100.33	262.20	1384.50	2605.65	1754.88	866.86
Mast2	42.51	23.82	1.09	803.45	3285.80	4699.37	3509.76	2052.66
Mast3	4.80	22.48	347.16	21.58	172.26	164.06	209.54	71.25
Mast4	0.98	2.98	4.94	1.96	6660.82	6185.14	5077.67	2543.48
Mastl	2.00	750.46	13.92	174.77	5062.23	6599.71	7216.93	2607.58
Mat2a	4078.69	13916.31	4905.49	19663.89	3323.76	2355.11	2092.50	1542.57
Mat2b	100.61	899.66	243.75	2.27	40642.29	55450.86	41318.80	29227.40
Matr3	1425.63	2242.40	4052.58	2529.79	9770.19	10654.27	8763.82	6208.00
Mau2	454.19	452.88	418.03	128.11	1623.94	1870.11	2302.20	854.13
Mavs	42.13	593.64	82.55	635.13	2258.17	1346.82	1428.90	995.83
Max	388.78	204.91	1171.85	678.19	2673.02	2961.61	2429.84	1672.72
Maz	13.39	20.50	1.83	734.23	80.97	62.99	117.99	79.99
Mb21d1	0.96	20.95	5.34	8.20	5302.65	6094.11	4215.16	3372.29
Mbd1	157.15	1.35	8.52	0.84	27.99	386.95	259.98	185.97
Mbd2	15.21	7.81	44.79	124.29	683.75	945.87	597.96	570.90
Mbd3	60.37	82.97	182.16	214.32	943.66	1036.86	751.95	192.97
Mbd3l2	204.33	13.78	17.53	609.01	4881.22	5708.24	4184.72	3387.44
Mbd4	23.68	87.20	65.32	545.76	1140.07	1149.93	766.79	637.61
Mbd5	8.05	74.18	5.49	5.05	364.59	253.18	407.57	311.20
Mbd6	50.85	259.55	0.97	20.55	793.71	542.93	419.97	334.94
Mbip	11.50	760.15	492.90	572.50	793.71	1579.79	614.96	582.90
Mbl2	0.77	2.93	3.02	263.32	1476.46	2013.73	2096.86	1180.80
Mbnl1	1.92	4.88	5.33	2.58	5.03	21.03	5.02	3.12
Mbnl3	12.38	1.11	5.54	149.52	291.94	97.36	21.39	52.01
Mboat2	148.52	132.70	35.07	1457.18	1819.33	886.88	1092.93	792.87
Mboat7	289.39	7.81	126.64	365.03	462.83	142.98	269.98	113.98
Mbp	1.11	10.32	0.86	1.40	511.88	114.02	388.14	84.08
Mbtd1	301.92	922.10	284.25	1086.28	33037.94	42191.68	30815.26	25127.83
Mbtps1	309.85	1419.07	708.68	317.40	825.48	744.04	1434.18	677.69
Mbtps2	371.96	220.22	144.67	566.88	2870.63	4754.89	2908.76	2288.87
Mc1r	0.59	11.34	6.80	6.00	13.39	7.83	4.02	7.02
Mcat	2.37	85.87	284.44	10.76	726.73	1291.83	722.95	337.94
Mcc	18.85	57.72	50.45	17.16	2380.57	3314.27	2805.55	1562.62
Mccc1	10.95	5.32	672.20	47.95	57.25	289.58	152.99	27.00
Mccc1os	0.73	2.07	1.95	3.40	27.69	70.43	41.69	9.16
Mccc2	14.37	12.68	126.63	392.43	6.00	85.99	42.00	3.44
Mcee	24.16	1.95	360.58	134.07	293.89	148.98	475.97	267.95
Mcfd2	23.96	17.18	760.78	511.82	913.67	408.95	345.98	243.96
Mcl1	355.50	2363.30	1766.07	908.16	692.75	194.97	179.99	491.92
Mcm10	27.11	1021.14	2991.75	1102.75	10468.81	7634.80	6857.15	4948.16
Mcm2	489.65	1772.00	3969.51	998.20	7771.17	9716.71	7892.48	4597.23
Mcm3	488.69	3367.37	859.17	2016.95	2915.94	3042.59	2275.85	1370.77
Mcm3ap	61.39	55.62	886.44	958.93	9964.37	4990.34	5858.61	4278.30
Mcm4	731.09	3042.44	925.41	2211.69	4816.24	5665.24	3756.75	3182.47
Mcm5	1610.04	179.96	1387.34	1406.48	5309.85	2934.68	2874.06	1465.82
Mcm6	136.07	4995.91	4100.04	2323.26	3820.61	3925.47	3142.79	1187.96
Mcm7	552.89	2611.14	2783.04	2623.70	4253.44	2904.61	3347.78	2248.63
Mcm8	2.90	4.92	707.62	515.74	648.19	267.64	317.09	166.18
Mcm9	12.53	377.47	4.26	26.60	1123.17	1543.63	677.85	289.54
Mcmbp	588.35	1913.78	2562.90	2094.38	5635.23	4517.40	4814.68	3150.48
Mcoln1	4.02	9.79	11.41	1.96	3685.87	3656.01	2543.52	1676.54
Mcph1	134.43	247.02	2623.42	1038.42	6484.40	7996.99	5040.25	3407.45
Mcrip2	389.04	32.20	1131.92	179.09	280.90	256.97	373.98	213.96
Mcrs1	459.54	2360.55	334.30	867.58	2415.63	1266.80	1395.66	967.92
Mctp2	161.65	459.54	6.17	4.59	2464.10	2763.36	1349.91	1472.75
Mcts1	103.49	204.65	1189.39	982.54	12.00	69.99	27.00	42.99
Mcu	107.32	91.72	1.42	0.98	3709.95	4343.42	3771.75	2348.67
Mcur1	178.41	269.32	3.90	3.91	4991.19	6152.71	6126.60	3888.63
Mdc1	6.19	18.26	221.34	319.56	3351.18	2238.34	2015.28	1335.26
Mdga2	7.24	13.84	2.22	5.09	858.00	495.22	898.44	396.21
Mdh1	815.44	252.72	586.42	233.89	774.72	2596.65	2166.86	1640.73
Mdh2	3378.68	10452.39	11288.99	10663.11	652.76	710.90	583.96	396.93
Mdm1	112.95	175.21	1.95	2.79	244.91	53.99	212.99	189.97
Mdm2	314.13	1260.43	492.96	251.11	6547.86	7410.49	5270.51	4269.78
Mdm4	561.22	945.56	1538.16	635.67	64302.59	78580.19	69825.67	40484.11
Mdm4-ps	30.74	236.52	300.19	53.18	2899.98	3191.44	2947.78	1517.19
Mdn1	325.61	4281.04	4761.29	2279.23	160.95	103.52	203.33	25.60
Mdp1	466.65	225.40	53.58	175.17	8.50	40.99	7.12	3.00
Me1	6.71	909.93	319.51	40.50	13175.24	14766.06	11553.63	6868.36
Me2	12.46	238.65	228.80	0.97	1956.29	2646.65	1549.90	702.88
Me3	13.08	13.68	38.44	8.71	6.83	12.39	6.25	6.30
Mea1	369.87	1026.50	611.74	291.63	5860.86	9454.74	5682.62	4158.31
Meaf6	293.34	780.83	416.30	1120.07	931.57	2204.89	1262.52	1037.55
Mecp2	84.28	1.64	64.05	205.73	971.65	738.90	439.97	593.90
Mecr	306.63	797.20	53.58	298.48	462.83	648.91	288.98	291.95
Med1	790.52	1685.77	2235.25	970.49	5030.18	4518.96	3621.50	2764.77
Med10	533.73	4174.09	1040.11	1330.57	8340.84	12371.01	9130.40	6864.86
Med11	94.86	794.12	494.85	60.67	1036.62	976.87	782.95	485.92
Med12	2.04	58.58	600.44	142.74	103.96	161.05	300.06	196.52
Med12l	257.97	186.46	486.20	44.35	550.08	693.33	542.47	449.97
Med13	608.47	1322.16	355.55	469.74	4644.31	4778.36	3421.77	2857.52
Med13l	138.94	1407.05	384.77	293.59	8649.85	6410.14	5642.63	4016.33
Med14	782.87	477.15	3444.47	2220.50	3508.72	4370.41	3037.79	1786.70
Med15	263.62	23.42	1736.84	521.61	16339.94	13470.10	10505.30	6610.89
Med16	10.52	334.58	270.14	3.08	18.54	79.51	77.77	21.88
Med17	311.42	653.76	1424.15	1258.51	7711.19	9621.71	6212.59	4856.19
Med18	9.17	23.91	30.14	34.90	129.08	725.09	123.80	89.30
Med19	511.69	540.57	446.14	1297.65	1270.54	1148.85	949.94	710.88
Med20	334.26	992.37	919.74	1560.93	5655.42	5495.29	2560.69	1813.31
Med21	489.67	290.32	913.41	276.68	3230.07	3566.53	2759.08	1957.44
Med22	212.32	100.50	274.70	205.51	10982.99	10220.64	8727.43	6501.92
Med23	481.40	8.35	951.71	87.10	4440.82	5647.27	4524.76	2013.69
Med24	227.10	1605.13	2572.63	781.92	1260.54	1327.82	1151.92	788.87
Med25	110.08	322.90	499.65	141.06	1177.19	1023.38	631.26	606.38
Med26	27.98	210.77	321.25	502.13	2465.90	2658.14	1516.12	914.57
Med27	423.53	2646.27	884.51	1338.76	8074.93	5073.26	5483.26	2675.58
Med28	780.95	2263.78	1430.00	2247.91	7362.32	8200.90	5647.63	4615.24
Med29	508.81	1514.39	2127.46	1093.13	43.98	63.99	30.00	26.00
Med30	25.64	49.41	220.15	13.28	5954.83	3859.48	3698.76	2941.51
Med31	534.69	1141.65	2069.99	1263.41	3119.86	3136.58	3202.79	2271.62
Med4	450.36	678.16	2439.18	2552.85	4320.42	4209.81	3218.03	2388.74
Med6	1274.43	1699.78	2226.82	1459.13	4341.41	4539.39	3504.77	2784.54
Med7	233.81	772.81	1008.21	186.92	617.78	879.88	197.99	160.97
Med8	0.96	240.04	644.86	2509.20	1054.62	749.90	529.96	556.91
Med9	16.29	144.41	233.79	103.73	313.89	68.99	48.00	30.00
Medag	1.97	5.91	0.98	1.98	12.21	19.98	10.19	4.22
Mef2d	254.89	11.93	1043.56	838.69	1212.56	1881.13	1275.15	1013.49
Meg3	1.38	0.92	0.97	0.98	94.16	18.41	145.97	50.40
Megf11	10.05	6.42	4.26	0.98	20.32	78.41	69.93	10.31
Megf8	128.45	0.86	32.15	96.24	101.96	110.99	118.99	145.98
Meis2	0.96	3.90	23.38	0.68	33359.81	40616.71	28677.11	22036.64
Melk	29.70	396.16	1053.02	570.54	5176.11	8757.83	6090.59	3979.34
Memo1	732.08	1539.76	446.14	1716.51	1889.31	3109.56	2013.87	1628.68
Men1	91.03	1.95	354.05	1132.27	982.64	260.97	662.96	313.95
Mepce	0.36	30.25	323.41	329.80	4428.39	4477.40	4304.71	2493.58
Mertk	59.41	0.98	0.97	2.94	66.98	213.97	101.99	71.99
Mesd	576.85	335.66	2834.67	2376.50	335.88	68.99	49.00	61.99
